,State,Bill Name,Issues,Status,Status Detail,Status Date,Month,Day,Year
374,Missouri,S.B. 26,Other anti-LGBTQ bills,Advancing,Reported favorably by committee,02/13/2025,2,13,2025
375,Missouri,S.B. 76,Other civil rights restrictions | Weakening Civil Rights Laws,Advancing,Reported favorably by committee,02/13/2025,2,13,2025
376,Missouri,S.B. 75,Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers,Advancing,Reported favorably by committee,02/13/2025,2,13,2025
377,Missouri,S.B. 298,Barriers to accurate IDs | ,Advancing,Second read and referred to committee,02/13/2025,2,13,2025
378,Kentucky,S.B.116,Re-definition of sex | Weakening Civil Rights Laws,Defeated,Legislative session ended,03/28/2025,3,28,2025
379,Iowa,H.S.B.84,Curriculum censorship | Restricting student & educator rights,Advancing,Reported favorably by subcommittee,02/12/2025,2,12,2025
380,Indiana,S.B.0235,Other anti-LGBTQ bills,Advancing,Withdrawn,02/10/2025,2,10,2025
381,Illinois,H.B.1204,Restricting student & educator rights | School sports bans,Advancing,First read and referred to committee,01/09/2025,1,9,2025
382,Colorado,HB25-1145,Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers,Advancing,Postponed indefinitely by committee,02/11/2025,2,11,2025
383,Arizona,S.B.1687,Healthcare age restrictions | Healthcare funding restrictions | Healthcare restrictions | Other healthcare barriers | Prison healthcare restrictions,Advancing,Second read,02/11/2025,2,11,2025
384,Alabama,H.B.67,Other school restrictions | Restricting student & educator rights,Advancing,Second read and placed on calendar,02/12/2025,2,12,2025
385,Alabama,S.B.79,Other anti-LGBTQ bills | Restricting student & educator rights | School facilities bans,Passed into Law,Governor signed,02/13/2025,2,13,2025
386,West Virginia,S.B.278,Drag bans | Free speech & expression bans | ,Advancing,Referred to committee,02/12/2025,2,12,2025
387,West Virginia,H.B.2153,Religious exemptions | Weakening Civil Rights Laws,Advancing,Referred to committee,02/12/2025,2,12,2025
388,West Virginia,H.B.2127,Public accommodation bans | Re-definition of sex | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws,Advancing,Referred to committee,02/12/2025,2,12,2025
389,West Virginia,S.B.207,Drag bans | Free speech & expression bans | ,Advancing,Referred to committee,02/12/2025,2,12,2025
390,West Virginia,H.B.2071,Forced outing in schools | Restricting student & educator rights,Introduced,Referred to committee,02/12/2025,2,12,2025
391,West Virginia,S.B.244,Public accommodation bans | Re-definition of sex | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws,Advancing,Referred to committee,02/12/2025,2,12,2025
392,West Virginia,S.B.279,Healthcare age restrictions | Healthcare restrictions | ,Advancing,Referred to committee,02/12/2025,2,12,2025
393,West Virginia,S.B.431,Drag bans | Free speech & expression bans | ,Advancing,Referred to committee,02/13/2025,2,13,2025
394,West Virginia,S.B.424,Other anti-LGBTQ bills | Other school restrictions | Restricting student & educator rights,Advancing,Referred to committee,02/13/2025,2,13,2025
395,Rhode Island,S.B.305,Healthcare restrictions | Other healthcare barriers | Religious exemptions | Weakening Civil Rights Laws,Advancing,Referred to committee,02/13/2025,2,13,2025
396,Rhode Island,S.B.304,Restricting student & educator rights | School sports bans,Advancing,Referred to committee,02/13/2025,2,13,2025
397,Pennsylvania,H.B.581,Curriculum censorship | Forced outing in schools | Restricting student & educator rights,Advancing,Referred to committee,02/12/2025,2,12,2025
398,New Mexico,H.B. 380,Other anti-LGBTQ bills | Restricting student & educator rights | School facilities bans,Defeated,Legislative session ended,03/22/2025,3,22,2025
399,Minnesota,H.F.700,Other civil rights restrictions | Public accommodation bans | Re-definition of sex | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws,Advancing,First read and referred to committee,02/13/2025,2,13,2025
400,Michigan,H.B.4066,Restricting student & educator rights | School sports bans,Advancing,First read and referred to committee,02/12/2025,2,12,2025
401,Maryland,H.B.1385,Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights,Advancing,Hearing scheduled 11:00AM,03/03/2025,3,3,2025
402,Maryland,H.B.1399,Healthcare age restrictions | Healthcare restrictions | ,Advancing,Committee hearing scheduled 1:00PM,03/11/2025,3,11,2025
403,Illinois,S.B.2474,Healthcare age restrictions | Healthcare restrictions | ,Advancing,First read and referred to committee,02/07/2025,2,7,2025
404,Idaho,H.179,Curriculum censorship | Restricting student & educator rights,Advancing,Referred to committee,02/11/2025,2,11,2025
405,Alabama,H.B.246,Other school restrictions | Restricting student & educator rights,Advancing,First read and referred to committee,02/11/2025,2,11,2025
406,Alabama,H.B.244,Curriculum censorship | Free speech & expression bans | Other expression restrictions | Other school restrictions | Restricting student & educator rights,Advancing,First read and referred to committee,02/11/2025,2,11,2025
407,Wyoming,H.B.0115,Healthcare restrictions | Other healthcare barriers | Religious exemptions | Weakening Civil Rights Laws,Defeated,Legislative session ended,03/06/2025,3,6,2025
408,Virginia,H.B. 2405,Healthcare age restrictions | Healthcare restrictions | ,Defeated,Legislative session ended,02/22/2025,2,22,2025
409,Virginia,H.B. 1809,Restricting student & educator rights | School sports bans,Defeated,Legislative session ended,02/22/2025,2,22,2025
410,Virginia,H.B. 2146,Healthcare restrictions | Other healthcare barriers,Defeated,Legislative session ended,02/22/2025,2,22,2025
411,Virginia,H.B. 2182,Forced outing in schools | Other anti-LGBTQ bills | Other school restrictions | Restricting student & educator rights,Defeated,Legislative session ended,02/22/2025,2,22,2025
412,Virginia,H.B. 2605,Religious exemptions | Weakening Civil Rights Laws,Defeated,Legislative session ended,02/22/2025,2,22,2025
413,Virginia,H.B. 1229,Public accommodation bans | Restricting student & educator rights | School facilities bans | School sports bans,Defeated,Legislative session ended,02/22/2025,2,22,2025
414,Virginia,H.B. 8,Healthcare restrictions | Other healthcare barriers | Religious exemptions | Weakening Civil Rights Laws,Defeated,Legislative session ended,02/22/2025,2,22,2025
415,Texas,S.B. 86,Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights,Advancing,First read and referred to committee,02/03/2025,2,3,2025
416,Texas,S.B. 116,Healthcare restrictions | Other healthcare barriers,Advancing,First read and referred to committee,02/03/2025,2,3,2025
417,Texas,S.B. 115,Healthcare funding restrictions | Healthcare restrictions | Other healthcare barriers,Advancing,First read and referred to committee,02/03/2025,2,3,2025
418,Texas,S.B. 84,Barriers to accurate IDs | Re-definition of sex | Weakening Civil Rights Laws,Advancing,First read and referred to committee,02/03/2025,2,3,2025
419,Texas,S.B. 753,Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers,Advancing,First read and referred to committee,02/07/2025,2,7,2025
420,Oklahoma,H.B.1219,Free speech & expression bans | Other anti-LGBTQ bills | Other expression restrictions | Other school restrictions | Restricting student & educator rights,Advancing,"Did not meet passage requirements, dormant until carried over",03/27/2025,3,27,2025
421,Oklahoma,H.B.1225,Barriers to accurate IDs | ,Advancing,"Did not meet passage requirements, dormant until carried over",03/27/2025,3,27,2025
422,Oklahoma,H.B.1344,Religious exemptions | Weakening Civil Rights Laws,Advancing,"Did not meet passage requirements, dormant until carried over",03/27/2025,3,27,2025
423,Oklahoma,H.B.2149,Healthcare restrictions | Other healthcare barriers,Advancing,"Did not meet passage requirements, dormant until carried over",03/27/2025,3,27,2025
424,Oklahoma,H.B.1964,Curriculum censorship | Other anti-LGBTQ bills | Restricting student & educator rights,Advancing,"Did not meet passage requirements, dormant until carried over",03/27/2025,3,27,2025
425,Oklahoma,H.B.1361,Forced outing in schools | Other school restrictions | Restricting student & educator rights,Advancing,"Did not meet passage requirements, dormant until carried over",03/27/2025,3,27,2025
426,Nevada,S.B.112,Restricting student & educator rights | School sports bans,Advancing,First read and referred to committee,02/03/2025,2,3,2025
427,Nebraska,L.B.655,Religious exemptions | Weakening Civil Rights Laws,Advancing,Hearing scheduled,02/21/2025,2,21,2025
428,Mississippi,S.B. 2364,Other anti-LGBTQ bills,Defeated,Died in committee,02/04/2025,2,4,2025
429,Mississippi,S.B. 2870,Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights,Defeated,Died in committee,02/04/2025,2,4,2025
430,Mississippi,H.B. 1516,Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights,Defeated,Died in committee,02/04/2025,2,4,2025
431,Mississippi,S.B. 2516,Restricting student & educator rights | School facilities bans,Defeated,Died in committee,02/04/2025,2,4,2025
432,Mississippi,S.B. 2468,Other school restrictions | Restricting student & educator rights,Defeated,Died in committee,02/04/2025,2,4,2025
433,Mississippi,H.B. 1385,Curriculum censorship | Other school restrictions | Restricting student & educator rights,Defeated,Died in committee,02/04/2025,2,4,2025
434,Mississippi,H.B. 1060,Forced outing in schools | Other school restrictions | Restricting student & educator rights,Defeated,Died in committee,02/04/2025,2,4,2025
435,Mississippi,H.B. 1246,Other anti-LGBTQ bills,Defeated,Died in committee,02/04/2025,2,4,2025
436,Mississippi,H.B. 1542,Curriculum censorship | Other anti-LGBTQ bills | Restricting student & educator rights,Defeated,Died in committee,02/04/2025,2,4,2025
437,Mississippi,H.B. 1605,Restricting student & educator rights | School facilities bans,Defeated,Died in committee,02/04/2025,2,4,2025
438,Mississippi,S.B. 2218,Restricting student & educator rights | School facilities bans,Defeated,Died in committee,02/04/2025,2,4,2025
439,Mississippi,H.B. 1422,Religious exemptions | Weakening Civil Rights Laws,Defeated,Died in committee,02/04/2025,2,4,2025
440,Missouri,H.B. 1144,Healthcare restrictions | Other healthcare barriers,Advancing,Second read,02/03/2025,2,3,2025
441,Mississippi,S.B. 2896,Curriculum censorship | Forced outing in schools | Restricting student & educator rights,Defeated,Died in committee,02/04/2025,2,4,2025
442,Mississippi,S.B. 2370,Other anti-LGBTQ bills,Defeated,Died in committee,02/04/2025,2,4,2025
443,Maryland,S.B.0588,Restricting student & educator rights | School sports bans,Advancing,Hearing at 1:00 p.m. scheduled,03/05/2025,3,5,2025
444,Maryland,H.B.0156,Restricting student & educator rights | School sports bans,Advancing,Unfavorably reported by committee,02/10/2025,2,10,2025
445,Kentucky,H.B.154,Healthcare funding restrictions | Healthcare restrictions | ,Defeated,Legislative session ended,03/28/2025,3,28,2025
446,Kentucky,H.B.177,Religious exemptions | Weakening Civil Rights Laws,Defeated,Legislative session ended,03/28/2025,3,28,2025
447,Kentucky,H.B.163,Other anti-LGBTQ bills,Defeated,Legislative session ended,03/28/2025,3,28,2025
448,Iowa,S.F.156,Public accommodation bans,Advancing,Referred to subcommittee,02/05/2025,2,5,2025
449,Idaho,S.1048,Other anti-LGBTQ bills,Advancing,Referred to committee,02/03/2025,2,3,2025
450,South Dakota,H.B.1269,Free speech & expression bans | Other expression restrictions,Defeated,Legislative session ended,03/31/2025,3,31,2025
451,South Dakota,H.B.1211,Other anti-LGBTQ bills,Defeated,Legislative session ended,03/31/2025,3,31,2025
452,South Carolina,S.B.0322,Other school restrictions | Restricting student & educator rights,Advancing,First read and referred to committee,02/06/2025,2,6,2025
453,Pennsylvania,S.B.213,Barriers to accurate IDs | Healthcare restrictions | Other anti-LGBTQ bills | Prison healthcare restrictions | Public accommodation bans | Re-definition of sex | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws,Advancing,Referred to committee,02/04/2025,2,4,2025
454,Minnesota,S.F.886,Re-definition of sex | Weakening Civil Rights Laws,Advancing,Referred to committee,02/03/2025,2,3,2025
455,Maryland,H.B.1019,Religious exemptions | Weakening Civil Rights Laws,Advancing,First read and referred to committee; committee meeting scheduled at 1pm,03/04/2025,3,4,2025
456,Maryland,S.B.0948,Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights,Advancing,First read and referred to committee; committee meeting scheduled at 1pm,03/07/2025,3,7,2025
457,Kentucky,H.B.314,Other anti-LGBTQ bills,Defeated,Legislative session ended,03/28/2025,3,28,2025
458,Illinois,H.B.2915,Restricting student & educator rights | School sports bans,Advancing,First read and referred to committee,02/06/2025,2,6,2025
459,Illinois,S.B.2078,Barriers to accurate IDs | Healthcare restrictions | Other anti-LGBTQ bills | Prison healthcare restrictions | Public accommodation bans | Re-definition of sex | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws,Advancing,First read and referred to committee,02/06/2025,2,6,2025
460,Illinois,S.B.2079,Restricting student & educator rights | School sports bans,Advancing,First read and referred to committee,02/06/2025,2,6,2025
461,Alabama,H.B.107,Re-definition of sex | Weakening Civil Rights Laws,Advancing,First read and referred to committee,02/04/2025,2,4,2025
462,Oklahoma,S.B.1049,Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers,Advancing,"Did not meet passage requirements, dormant until carried over",03/27/2025,3,27,2025
463,Oklahoma,S.B.759,Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights,Advancing,"Did not meet passage requirements, dormant until carried over",03/28/2025,3,28,2025
464,Oklahoma,S.B.665,Religious exemptions | Weakening Civil Rights Laws,Advancing,"Did not meet passage requirements, dormant until carried over",03/27/2025,3,27,2025
465,Oklahoma,S.B.591,Other school restrictions | Restricting student & educator rights,Advancing,"Did not meet passage requirements, dormant until carried over",03/27/2025,3,27,2025
466,Oklahoma,S.B.848,Curriculum censorship | Other school restrictions | Restricting student & educator rights,Advancing,"Did not meet passage requirements, dormant until carried over",03/28/2025,3,28,2025
467,Oklahoma,S.B.210,Other anti-LGBTQ bills,Advancing,"Did not meet passage requirements, dormant until carried over",03/27/2025,3,27,2025
468,Oklahoma,S.B.413,Curriculum censorship | Restricting student & educator rights,Advancing,"Did not meet passage requirements, dormant until carried over",03/27/2025,3,27,2025
469,Oklahoma,S.B.958,Healthcare restrictions | Other healthcare barriers,Advancing,"Did not meet passage requirements, dormant until carried over",03/27/2025,3,27,2025
470,Oklahoma,S.B.1002,Healthcare funding restrictions | Healthcare restrictions | Other healthcare barriers,Advancing,"Did not meet passage requirements, dormant until carried over",03/27/2025,3,27,2025
471,Oklahoma,S.B.847,Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights,Advancing,"Did not meet passage requirements, dormant until carried over",03/27/2025,3,27,2025
472,Oklahoma,S.B.845,Other anti-LGBTQ bills,Advancing,"Did not meet passage requirements, dormant until carried over",03/27/2025,3,27,2025
473,Georgia,H.B.104,Restricting student & educator rights | School sports bans,Advancing,Second read,01/28/2025,1,28,2025
474,Washington,H.B. 1699,Restricting student & educator rights | School sports bans,Advancing,First read and referred to committee,01/29/2025,1,29,2025
475,Oklahoma,S.B.977,Drag bans | Free speech & expression bans | ,Advancing,"Did not meet passage requirements, dormant until carried over",03/27/2025,3,27,2025
476,New Mexico,H.B. 185,Restricting student & educator rights | School sports bans,Defeated,Legislative session ended,03/22/2025,3,22,2025
477,Missouri,H.B. 722,Drag bans | Free speech & expression bans | ,Advancing,Second read,01/09/2025,1,9,2025
478,Missouri,H.B. 1053,Re-definition of sex | Weakening Civil Rights Laws,Advancing,Second read,01/28/2025,1,28,2025
479,Missouri,H.B. 1085,Curriculum censorship | Forced outing in schools | Free speech & expression bans | Other expression restrictions | Other school restrictions | Restricting student & educator rights,Advancing,Second read,01/29/2025,1,29,2025
480,Minnesota,S.F.716,Drag bans | Free speech & expression bans | ,Advancing,First read and referred to committee,01/27/2025,1,27,2025
481,Minnesota,S.F.744,Healthcare age restrictions | Healthcare restrictions | ,Advancing,First read and referred to committee,01/30/2025,1,30,2025
482,Minnesota,S.F.802,Restricting student & educator rights | School facilities bans | School sports bans,Advancing,First read and referred to committee,01/30/2025,1,30,2025
483,Michigan,H.B.4031,Restricting student & educator rights | School sports bans,Advancing,First read and referred to committee,01/28/2025,1,28,2025
484,Michigan,H.B.4024,Restricting student & educator rights | School facilities bans,Advancing,First read and referred to committee,01/28/2025,1,28,2025
485,Illinois,S.B.1226,Restricting student & educator rights | School facilities bans,Advancing,First read and referred to committee,01/24/2025,1,24,2025
486,Virginia,S.B. 749,Restricting student & educator rights | School sports bans,Defeated,Legislative session ended,02/22/2025,2,22,2025
487,Virginia,S.B. 1079,Restricting student & educator rights | School sports bans,Defeated,Legislative session ended,02/22/2025,2,22,2025
488,Virginia,S.B. 1074,Forced outing in schools | Healthcare age restrictions | Healthcare funding restrictions | Healthcare restrictions | Restricting student & educator rights,Defeated,Legislative session ended,02/22/2025,2,22,2025
489,Missouri,S.B. 117,Forced outing in schools | Other school restrictions | Religious exemptions | Restricting student & educator rights | Weakening Civil Rights Laws,Advancing,Second read and referred to committee,01/23/2025,1,23,2025
490,Kansas,S.B.16,Other anti-LGBTQ bills,Advancing,Referred to committee,01/21/2025,1,21,2025
491,Idaho,H.10,Free speech & expression bans | Other expression restrictions | Other school restrictions | Restricting student & educator rights,Advancing,Unanimous consent to be returned to committee,01/24/2025,1,24,2025
492,Hawaii,H.B.257,Barriers to accurate IDs | ,Advancing,Referred to committee,01/21/2025,1,21,2025
493,Hawaii,H.B.268,Restricting student & educator rights | School sports bans,Advancing,Referred to committee,01/21/2025,1,21,2025
494,Hawaii,H.B.207,Restricting student & educator rights | School sports bans,Advancing,Referred to committee,01/21/2025,1,21,2025
495,Oregon,S.B.899,Healthcare age restrictions | Healthcare restrictions | ,Advancing,First read and referred to committee,01/21/2025,1,21,2025
496,Oregon,H.B.3330,Religious exemptions | Weakening Civil Rights Laws,Advancing,Referred to committee,01/24/2025,1,24,2025
497,Minnesota,H.F.280,Restricting student & educator rights | School facilities bans | School sports bans,Advancing,First read and referred to committee,01/23/2025,1,23,2025
498,Connecticut,S.B.1045,Healthcare age restrictions | Healthcare restrictions | ,Advancing,Referred to committee,01/22/2025,1,22,2025
499,Connecticut,H.B.6178,Other anti-LGBTQ bills,Advancing,Referred to committee,01/22/2025,1,22,2025
500,Connecticut,H.B.6201,Restricting student & educator rights | School sports bans,Advancing,Referred to committee,01/23/2025,1,23,2025
501,Connecticut,H.B.6609,Healthcare age restrictions | Healthcare restrictions | ,Advancing,Referred to committee,01/24/2025,1,24,2025
502,South Carolina,H.B.3433,Other anti-LGBTQ bills,Advancing,First read and referred to committee,01/14/2025,1,14,2025
503,South Carolina,H.B.3121,Religious exemptions | Weakening Civil Rights Laws,Advancing,First read and referred to committee,01/14/2025,1,14,2025
504,South Carolina,H.B.3118,Curriculum censorship | Forced outing in schools | Other anti-LGBTQ bills | Restricting student & educator rights,Advancing,First read and referred to committee,01/14/2025,1,14,2025
505,South Carolina,S.B.0054,Healthcare restrictions | Other healthcare barriers | Religious exemptions | Weakening Civil Rights Laws,Advancing,First read and referred to committee,01/14/2025,1,14,2025
506,South Carolina,H.B.3094,Healthcare restrictions | Other anti-LGBTQ bills | Other healthcare barriers,Advancing,First read and referred to committee,01/14/2025,1,14,2025
507,Oregon,H.B.2439,Other anti-LGBTQ bills | Other civil rights restrictions | Weakening Civil Rights Laws,Advancing,Referred to committee,01/17/2025,1,17,2025
508,Oregon,H.B.2037,Restricting student & educator rights | School facilities bans | School sports bans,Advancing,Referred to committee,01/17/2025,1,17,2025
509,Oregon,S.B.618,Restricting student & educator rights | School sports bans,Advancing,Referred to committee,01/17/2025,1,17,2025
510,Oregon,S.B.787,Restricting student & educator rights | School sports bans,Advancing,Referred to committee,01/17/2025,1,17,2025
511,Missouri,H.B. 135,Barriers to accurate IDs | ,Advancing,Referred to committee,01/16/2025,1,16,2025
512,South Carolina,S.B.0162,Barriers to accurate IDs | ,Advancing,First read and referred to committee,01/14/2025,1,14,2025
513,South Carolina,S.B.0243,Curriculum censorship | Forced outing in schools | Restricting student & educator rights,Advancing,Referred to committee,01/16/2025,1,16,2025
514,South Carolina,S.B.0240,Healthcare restrictions | Other anti-LGBTQ bills | Other healthcare barriers,Advancing,Referred to committee,01/16/2025,1,16,2025
515,Connecticut,H.B.5789,Restricting student & educator rights | School sports bans,Advancing,Referred to committee,01/21/2025,1,21,2025
516,South Carolina,S.B.0199,Restricting student & educator rights | School facilities bans,Advancing,First read and referred to committee,01/14/2025,1,14,2025
517,Pennsylvania,H.B.158,Restricting student & educator rights | School sports bans,Advancing,Referred to committee,01/17/2025,1,17,2025
518,Massachusetts,S.D.627,Restricting student & educator rights | School sports bans,Introduced,,01/14/2025,1,14,2025
519,Massachusetts,H.D.1931,Curriculum censorship | Forced outing in schools | Restricting student & educator rights,,,,,,
520,Indiana,S.B.0239,Religious exemptions | Weakening Civil Rights Laws,Advancing,First read and referred to committee,01/14/2025,1,14,2025
521,Indiana,H.B.1528,Other anti-LGBTQ bills,Advancing,First read and referred to committee,01/21/2025,1,21,2025
522,Indiana,H.B.1428,Religious exemptions | Weakening Civil Rights Laws,Advancing,First read and referred to committee,01/21/2025,1,21,2025
523,Indiana,H.B.1456,Other anti-LGBTQ bills,Advancing,First read and referred to committee,01/21/2025,1,21,2025
524,Connecticut,S.B.592,Restricting student & educator rights | School sports bans,Advancing,Referred to committee,01/15/2025,1,15,2025
525,Connecticut,H.B.5336,Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers,Advancing,Referred to committee,01/16/2025,1,16,2025
526,Connecticut,H.B.5370,Healthcare age restrictions | Healthcare restrictions | ,Advancing,Referred to committee,01/16/2025,1,16,2025
527,Indiana,S.B.0479,Healthcare restrictions | Other healthcare barriers,Advancing,First read and referred to committee,01/13/2025,1,13,2025
528,New Jersey,A.2580,Curriculum censorship | Restricting student & educator rights,Introduced,Carried over,01/14/2025,1,14,2025
529,New Jersey,A.531,Curriculum censorship | Restricting student & educator rights,Introduced,Carried over,01/14/2025,1,14,2025
530,New Jersey,A.775,Restricting student & educator rights | School sports bans,Introduced,Carried over,01/14/2025,1,14,2025
531,New Jersey,A.410,Other school restrictions | Restricting student & educator rights,Introduced,Carried over,01/14/2025,1,14,2025
532,New Jersey,S.1329,Other school restrictions | Restricting student & educator rights,Introduced,Carried over,01/14/2025,1,14,2025
533,Connecticut,S.B.36,Curriculum censorship | Restricting student & educator rights,Advancing,Referred to committee,01/08/2025,1,8,2025
534,Illinois,H.B.1214,Healthcare age restrictions | Healthcare restrictions | ,Advancing,First read and referred to committee,01/09/2025,1,9,2025
535,Illinois,H.B.1216,Restricting student & educator rights | School sports bans,Advancing,First read and referred to committee,01/09/2025,1,9,2025
536,Illinois,H.B.1161,Other school restrictions | Restricting student & educator rights,Advancing,First read and referred to committee,01/09/2025,1,9,2025
537,Illinois,H.B.1209,Re-definition of sex | Weakening Civil Rights Laws,Advancing,First read and referred to committee,01/09/2025,1,9,2025
538,Illinois,H.B.1117,Restricting student & educator rights | School sports bans,Advancing,First read and referred to committee,01/09/2025,1,9,2025
539,Indiana,S.B.0441,Barriers to accurate IDs | Re-definition of sex | Weakening Civil Rights Laws,Advancing,First read and referred to committee,01/13/2025,1,13,2025
540,Massachusetts,H.D.62,Restricting student & educator rights | School sports bans,Introduced,,01/03/2025,1,3,2025
541,Massachusetts,H.D.297,Restricting student & educator rights | School sports bans,Introduced,,01/08/2025,1,8,2025
542,Michigan,S.B.0009,Restricting student & educator rights | School facilities bans,Advancing,Referred to committee,01/08/2025,1,8,2025
543,Missouri,H.B. 156,Re-definition of sex | Weakening Civil Rights Laws,Advancing,Second read,01/09/2025,1,9,2025
544,Missouri,H.B. 157,Barriers to accurate IDs | ,Advancing,Second read,01/09/2025,1,9,2025
545,Missouri,H.B. 76,Re-definition of sex | Weakening Civil Rights Laws,Advancing,Second read,01/09/2025,1,9,2025
546,Missouri,H.B. 38,Other school restrictions | Religious exemptions | Restricting student & educator rights | Weakening Civil Rights Laws,Advancing,Second read,01/09/2025,1,9,2025
547,Missouri,H.B. 562,Other anti-LGBTQ bills,Advancing,Second read,01/09/2025,1,9,2025
548,South Carolina,H.B.3263,Restricting student & educator rights | School facilities bans,Advancing,Pre-filed and referred to committee,12/05/2024,12,5,2024
549,South Carolina,H.B.3506,Re-definition of sex | Weakening Civil Rights Laws,Advancing,Pre-filed and referred to committee,12/05/2024,12,5,2024
550,South Carolina,H.B.3011,Forced outing in schools | Other anti-LGBTQ bills | Restricting student & educator rights,Advancing,Pre-filed and referred to committee,12/05/2024,12,5,2024
551,Washington,S.B. 5136,Other school restrictions | Religious exemptions | Restricting student & educator rights | Weakening Civil Rights Laws,Advancing,Unofficially first read and referred to committee,01/13/2025,1,13,2025
552,Washington,H.B. 1027,Other anti-LGBTQ bills,Advancing,Unofficially first read and referred to committee,01/13/2025,1,13,2025
553,Washington,H.B. 1038,Healthcare age restrictions | Healthcare restrictions | ,Advancing,Unofficially first read and referred to committee,01/13/2025,1,13,2025
554,Virginia,S.B. 723,Restricting student & educator rights | School sports bans,Defeated,Legislative session ended,02/22/2025,2,22,2025
555,Virginia,S.B. 68,Restricting student & educator rights | School sports bans,Defeated,Legislative session ended,02/22/2025,2,22,2025
556,Virginia,S.B. 671,Healthcare age restrictions | Healthcare restrictions | ,Defeated,Legislative session ended,02/22/2025,2,22,2025
557,Virginia,H.B. 670,Forced outing in schools | Other anti-LGBTQ bills | Restricting student & educator rights,Defeated,Legislative session ended,02/22/2025,2,22,2025
558,Virginia,H.B. 1120,Restricting student & educator rights | School sports bans,Defeated,Legislative session ended,02/22/2025,2,22,2025
559,Virginia,H.J. 86,Re-definition of sex | Weakening Civil Rights Laws,Defeated,Legislative session ended,02/22/2025,2,22,2025
560,Virginia,S.B. 37,Forced outing in schools | Other anti-LGBTQ bills | Restricting student & educator rights,Defeated,Legislative session ended,02/22/2025,2,22,2025
561,New Jersey,A.670,Curriculum censorship | Restricting student & educator rights,Introduced,Carried over,01/09/2025,1,9,2025
562,New Jersey,S.1331,Restricting student & educator rights | School sports bans,Introduced,Carried over,01/14/2025,1,14,2025
563,New Jersey,S.419,Classroom Censorship | Limiting Educational Access | Other school restrictions | Restricting student & educator rights,Introduced,Referred to committee,01/09/2024,1,9,2024
564,New Jersey,A.2720,Classroom Censorship | Limiting Educational Access | Other school restrictions | Restricting student & educator rights,Advancing,"Legislative session adjourned, carries over to 2025,",12/19/2024,12,19,2024
565,Virginia,H.B. 1229,Public accommodation bans | Restricting student & educator rights | School facilities bans | School sports bans,Defeated,Legislative session ended,02/22/2025,2,22,2025
566,Virginia,H.B. 8,Healthcare restrictions | Other healthcare barriers | Religious exemptions | Weakening Civil Rights Laws,Defeated,Legislative session ended,02/22/2025,2,22,2025
567,Virginia,S.B. 749,Restricting student & educator rights | School sports bans,Defeated,Legislative session ended,02/22/2025,2,22,2025
568,Florida,H.B. 1425,Other anti-LGBTQ bills,Passed into Law,Governor signed,04/26/2024,4,26,2024
569,New Jersey,A.2580,Curriculum censorship | Restricting student & educator rights,Advancing,"Legislative session adjourned, carries over to 2025,",12/19/2024,12,19,2024
570,New Jersey,A.531,Curriculum censorship | Restricting student & educator rights,Introduced,,01/10/2024,1,10,2024
571,New Jersey,A.775,Restricting student & educator rights | School sports bans,Introduced,,01/09/2024,1,9,2024
572,New Jersey,A.410,Other school restrictions | Restricting student & educator rights,Introduced,Referred to committee,01/09/2024,1,9,2024
573,New Jersey,S.1329,Other school restrictions | Restricting student & educator rights,Introduced,Referred to committee,01/09/2024,1,9,2024
574,Pennsylvania,HB 138,Healthcare restrictions | Other healthcare barriers,Defeated,Legislative session ended,11/13/2024,11,13,2024
575,Pennsylvania,HB 319,Curriculum censorship | Restricting student & educator rights,Defeated,Legislative session ended,11/13/2024,11,13,2024
576,Pennsylvania,H.B.2157,Healthcare restrictions | Other healthcare barriers,Defeated,Legislative session ended,11/13/2024,11,13,2024
577,Pennsylvania,H.B.2421,Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers,Defeated,Legislative session ended,11/13/2024,11,13,2024
578,Pennsylvania,H.B.2546,Other anti-LGBTQ bills,Defeated,Legislative session ended,11/13/2024,11,13,2024
579,Ohio,HB 8,Forced outing in schools | Restricting student & educator rights,Passed into Law,Governor signed,01/08/2025,1,8,2025
580,Virginia,S.B. 723,Restricting student & educator rights | School sports bans,Defeated,Legislative session ended,02/22/2025,2,22,2025
